Extract Name	Comment [TCGA Barcode]	Comment [is tumor]	Material Type	Annotation REF	Comment [TCGA Genome Reference]	Protocol REF	Parameter Value [Vendor]	Parameter Value [Catalog Name]	Parameter Value [Catalog Number]	Protocol REF	Comment [Derived Data File REF]	Comment [TCGA CGHub ID]	Comment [TCGA Include for Analysis]	Protocol REF	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]	Protocol REF	Derived Data File	Comment [TCGA Spec Version]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
ebb5cdb6-df4a-436d-b4a6-1655d263e3dd	TCGA-G2-A2EO-01A-11D-A17V-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A2EO-01A-11D-A17V-08.1.bam	fe187481-a305-4ded-affd-1f0a6360c88f	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A2EO.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
5c628df6-a848-4177-87b8-714788118980	TCGA-G2-A2ES-01A-11D-A17V-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A2ES-01A-11D-A17V-08.1.bam	61ff00d8-a95a-4561-b91d-1e2175c76312	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A2ES.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
5c628df6-a848-4177-87b8-714788118980	TCGA-G2-A2ES-01A-11D-A17V-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A2ES-01A-11D-A17V-08.1.bam	61ff00d8-a95a-4561-b91d-1e2175c76312	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A2ES.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
1325348c-64b8-4be6-a078-8fac1b3bb44f	TCGA-G2-A3IB-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3IB-01A-11D-A20D-08.1.bam	9fba4065-adcf-4475-b4dd-202bf7e60578	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3IB.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
1325348c-64b8-4be6-a078-8fac1b3bb44f	TCGA-G2-A3IB-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3IB-01A-11D-A20D-08.1.bam	9fba4065-adcf-4475-b4dd-202bf7e60578	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3IB.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
ebacd09f-c204-4cd2-a087-07bc4f2c5b74	TCGA-G2-A3IE-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3IE-01A-11D-A20D-08.1.bam	8529a66e-5855-42c3-b2fa-62ee8f3d76ae	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3IE.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
ebacd09f-c204-4cd2-a087-07bc4f2c5b74	TCGA-G2-A3IE-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3IE-01A-11D-A20D-08.1.bam	8529a66e-5855-42c3-b2fa-62ee8f3d76ae	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3IE.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
03337bf0-498e-440a-8159-42a376fa73aa	TCGA-G2-A3VY-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3VY-01A-11D-A22Z-08.7.bam	a934e03c-407d-4cee-8f24-abaae337f25d	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3VY.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
03337bf0-498e-440a-8159-42a376fa73aa	TCGA-G2-A3VY-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-A3VY-01A-11D-A22Z-08.7.bam	a934e03c-407d-4cee-8f24-abaae337f25d	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-A3VY.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
bd2b3514-e8c8-420c-9639-18b0f156a11a	TCGA-G2-AA3B-01A-11D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3B-01A-11D-A391-08.1.bam	4360f98e-484b-4988-965f-c14449fa7f1b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3B.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
bd2b3514-e8c8-420c-9639-18b0f156a11a	TCGA-G2-AA3B-01A-11D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3B-01A-11D-A391-08.1.bam	4360f98e-484b-4988-965f-c14449fa7f1b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3B.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
47962bdc-bec8-4b02-9a16-4d15d8d7eda2	TCGA-G2-AA3C-01A-21D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3C-01A-21D-A391-08.1.bam	f9eac5a4-5837-4870-86cf-ff0f92933f28	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3C.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
47962bdc-bec8-4b02-9a16-4d15d8d7eda2	TCGA-G2-AA3C-01A-21D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3C-01A-21D-A391-08.1.bam	f9eac5a4-5837-4870-86cf-ff0f92933f28	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3C.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
669b1715-5dd7-46bc-9fb9-b09dc4a1896a	TCGA-G2-AA3D-01A-11D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3D-01A-11D-A391-08.1.bam	7a9c4fc4-7cab-4f6d-9cf7-e5945141e343	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3D.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
669b1715-5dd7-46bc-9fb9-b09dc4a1896a	TCGA-G2-AA3D-01A-11D-A391-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3D-01A-11D-A391-08.1.bam	7a9c4fc4-7cab-4f6d-9cf7-e5945141e343	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3D.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
1dc93d39-a6c4-4faa-a720-46998bb9b304	TCGA-G2-AA3F-01A-12D-A42E-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3F-01A-12D-A42E-08.2.bam	9e107c47-c6f4-4d8a-9168-dc9cf9fa8ae5	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3F.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
1dc93d39-a6c4-4faa-a720-46998bb9b304	TCGA-G2-AA3F-01A-12D-A42E-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-G2-AA3F-01A-12D-A42E-08.2.bam	9e107c47-c6f4-4d8a-9168-dc9cf9fa8ae5	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-G2-AA3F.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
61da0825-106b-493c-8ccd-e8108b499a9c	TCGA-GC-A3BM-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3BM-01A-11D-A22Z-08.7.bam	8390dbef-30f1-4d6a-872f-c36475029bf3	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3BM.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
61da0825-106b-493c-8ccd-e8108b499a9c	TCGA-GC-A3BM-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3BM-01A-11D-A22Z-08.7.bam	8390dbef-30f1-4d6a-872f-c36475029bf3	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3BM.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
372feefe-ee84-4833-8651-8f023f38a56a	TCGA-GC-A3I6-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3I6-01A-11D-A20D-08.1.bam	5326a562-52f3-4644-9e02-fce6520f07e1	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3I6.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
372feefe-ee84-4833-8651-8f023f38a56a	TCGA-GC-A3I6-01A-11D-A20D-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3I6-01A-11D-A20D-08.1.bam	5326a562-52f3-4644-9e02-fce6520f07e1	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3I6.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
8ca635e2-a609-46a9-ab15-12ddb5233a68	TCGA-GC-A3OO-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3OO-01A-11D-A22Z-08.7.bam	4f8c10ce-6fcd-4664-a0da-7efe1637c586	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3OO.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
8ca635e2-a609-46a9-ab15-12ddb5233a68	TCGA-GC-A3OO-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3OO-01A-11D-A22Z-08.7.bam	4f8c10ce-6fcd-4664-a0da-7efe1637c586	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3OO.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
eaf54383-4286-4416-9b18-be1081797df2	TCGA-GC-A3RB-01A-12D-A21Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RB-01A-12D-A21Z-08.1.bam	013a12a1-3098-4535-b069-3d6befa25375	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RB.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
eaf54383-4286-4416-9b18-be1081797df2	TCGA-GC-A3RB-01A-12D-A21Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RB-01A-12D-A21Z-08.1.bam	013a12a1-3098-4535-b069-3d6befa25375	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RB.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e399c9d1-d101-470f-8d30-af5ec870e95a	TCGA-GC-A3RC-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RC-01A-11D-A22Z-08.7.bam	856c6b8d-8eeb-4189-b36c-5b1e56e4af1b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RC.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e399c9d1-d101-470f-8d30-af5ec870e95a	TCGA-GC-A3RC-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RC-01A-11D-A22Z-08.7.bam	856c6b8d-8eeb-4189-b36c-5b1e56e4af1b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RC.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
7646cdea-bd75-4370-afef-81a8a0b6f194	TCGA-GC-A3RD-01A-12D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RD-01A-12D-A22Z-08.5.bam	5aab4b79-8991-4af0-9ee3-375e4da70bfa	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RD.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
7646cdea-bd75-4370-afef-81a8a0b6f194	TCGA-GC-A3RD-01A-12D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3RD-01A-12D-A22Z-08.5.bam	5aab4b79-8991-4af0-9ee3-375e4da70bfa	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3RD.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
4892732c-1a8e-4481-b69a-0485ad5c80af	TCGA-GC-A3WC-01A-31D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3WC-01A-31D-A22Z-08.7.bam	7c48a825-e0f4-46fe-a7bc-02be772a68cd	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3WC.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
4892732c-1a8e-4481-b69a-0485ad5c80af	TCGA-GC-A3WC-01A-31D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3WC-01A-31D-A22Z-08.7.bam	7c48a825-e0f4-46fe-a7bc-02be772a68cd	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3WC.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
a310d405-19f3-4dfb-be83-c4e2d949c067	TCGA-GC-A3YS-01A-11D-A23M-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3YS-01A-11D-A23M-08.4.bam	2291de52-30ab-4f1d-9c49-045293991837	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3YS.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
a310d405-19f3-4dfb-be83-c4e2d949c067	TCGA-GC-A3YS-01A-11D-A23M-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-GC-A3YS-01A-11D-A23M-08.4.bam	2291de52-30ab-4f1d-9c49-045293991837	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-GC-A3YS.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
